Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
Clinica Odontológica ( Fechada),,"Av. Dr. Armando Sales de Oliveira, 175 - Taquaral, Campinas - SP, 13075-015, Brazil",4.8,100.0,+55 19 99799-8922,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Campinas, SP","Campinas, SP",Fabricante de Implantes Dentários
Protomed Vet Implantes Ortopédicos,,"R. Rodolfo Panoni, 67 - Jardim São José, Campinas - SP, 13051-170, Brazil",,,+55 19 3229-3578,"veterinary_care, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Campinas, SP","Campinas, SP",Fabricante de Implantes Ortopédicos
Laboratorio Zambelli,,"Av. Francisco Glicério, 989 - cj27 - Centro, Campinas - SP, 13012-901, Brazil",,,+55 19 3236-5692,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Campinas, SP","Campinas, SP",Fabricante de Próteses
Luiz do ouro,http://luizdoouro.com.br/,"Av. Dr. Jesuíno Marcondes Machado, 2422 - Chácara da Barra, Campinas - SP, 13090, Brazil",3.8,4.0,+55 19 3238-8440,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Campinas, SP","Campinas, SP",Fabricante de Próteses
Ortopedia Regional Proteses,,"R. José Paulino, 2009 - Centro, Campinas - SP, 13023-102, Brazil",3.3,7.0,+55 19 3231-3999,"doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Campinas, SP","Campinas, SP",Fabricante de Próteses
CAEMH,,"R. Dr. Barbosa da Cunha, 67 - Jardim Guanabara, Campinas - SP, 13073-320, Brazil",3.9,49.0,+55 19 3243-7764,"drugstore, point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Campinas, SP","Campinas, SP",Fabricante de Móveis Hospitalares
Aloemed Produtos Médicos e Ortopédicos Indaiatuba,http://www.lojaaloemed.com.br/,"R. Pedro Gonçalves, 813 - Centro, Indaiatuba - SP, 13330-210, Brazil",4.9,85.0,+55 19 3500-4113,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Campinas, SP","Campinas, SP",Fabricante de Móveis Hospitalares
LISAFARMA,,"R. Dr. Lázaro Zamenhof, 320 - Jardim Lisa, Campinas - SP, 13058-372, Brazil",5.0,30.0,+55 19 98964-4318,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Campinas, SP","Campinas, SP",Indústria Farmacêutica
Cristália Produtos Químicos Farmacêuticos - Unidade Norte/Sul,,"Av. José de Sousa Campos, 1358 - Cambuí, Campinas - SP, 13090-615, Brazil",5.0,1.0,+55 19 3790-3800,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Campinas, SP","Campinas, SP",Indústria Farmacêutica
Prodome Química e Farmacêutica,,"R. Treze de Maio, 999 - Nova Sousas (Sousas), Campinas - SP, 13106-054, Brazil",5.0,2.0,+55 19 3258-2261,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Campinas, SP","Campinas, SP",Indústria Farmacêutica
Sintolab Química Farmacêutica,,"Av. Andrade Neves, 2412 - Jardim Chapadão, Campinas - SP, 13070-001, Brazil",,,+55 19 3212-3323,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Campinas, SP","Campinas, SP",Indústria Farmacêutica
NOVA QUIMICA FARMACEUTICA,,"Av. José de Sousa Campos, 753 - Cambuí, Campinas - SP, 13025-320, Brazil",2.5,10.0,+55 19 3323-4000,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Campinas, SP","Campinas, SP",Indústria Farmacêutica
Camp Life-Distribuidora de Medicamentos e Cosméticos,,"Av. Pres. Juscelino, 444 - Jardim Campos Eliseos, Campinas - SP, 13060-858, Brazil",4.0,2.0,+55 19 3269-4912,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Campinas, SP","Campinas, SP",Distribuidora de Medicamentos e Correlatos
Tempus Medicamentos,http://www.tempusmedicamentos.com.br/,"R. dos Andradas, 334 - Cidade Nova I, Indaiatuba - SP, 13334-020, Brazil",5.0,1.0,+55 19 3816-8007,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Campinas, SP","Campinas, SP",Distribuidora de Medicamentos e Correlatos
Imunosul Distribuidora de Vacinas e Produtos Médicos Hospitalares,,"Av. Sen. Antônio Lacerda Franco, 735 - Jardim do Lago, Campinas - SP, 13050-030, Brazil",5.0,1.0,+55 19 3045-8500,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Campinas, SP","Campinas, SP",Importadora de Produtos para Saúde
Espaço Saúde Ortopedia,,"R. Ribeirão Bonito, 825 - Jardim do Trevo, Campinas - SP, 13030-120, Brazil",5.0,262.0,+55 19 3029-3216,"point_of_interest, health, store, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Campinas, SP","Campinas, SP",Importadora de Produtos para Saúde
Hospec Hospitalar,,"R. Evaristo Corrêa Viana, 178 - Jardim São Vicente, Campinas - SP, 13045-155, Brazil",,,+55 19 3271-3520,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Campinas, SP","Campinas, SP",Logística Hospitalar
Pier 1 Importação e Exportação de Material Médico Hospitalar,,"Av. Jacaúna, 928 - Vila Aeroporto, Campinas - SP, 13054-107, Brazil",,,+55 19 3266-5610,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Campinas, SP","Campinas, SP",Logística Hospitalar
Artwork Dental Lab,http://www.artworkdentallab.com.br/,"R. dos Alecrins, 685 - Cambuí, Campinas - SP, 13024-411, Brazil",5.0,4.0,+55 19 3305-3706,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Campinas, SP","Campinas, SP",Laboratório de Prótese Dentária Digital
INNOVALAB - Laboratório de Prótese Dentária Digital,,"Alpha - R. Bernardino de Campos, 230 - Sala 311 - Bloco - Centro, Campinas - SP, 13010-151, Brazil",3.7,3.0,+55 19 3381-1365,"dentist, health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Campinas, SP","Campinas, SP",Laboratório de Prótese Dentária Digital
Calixto Dental Arte,https://www.instagram.com/calixtodentalart/,"R. Gustavo Ambrust, 36 - Conjunto 01 - Nova Campinas, Campinas - SP, 13092-106, Brazil",5.0,12.0,+55 19 98191-8300,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Campinas, SP","Campinas, SP",Laboratório de Prótese Dentária Digital
Hi Tecnologia Indústria e Comércio Ltda,http://www.hitecnologia.com.br/,"Av. Dr. Armando Sales de Oliveira, 445 - Taquaral, Campinas - SP, 13076-015, Brazil",4.6,14.0,+55 19 2139-1700,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Campinas, SP","Campinas, SP",Empresa de Tecnologia em Saúde
Firmament Saúde Integral,,"R. Vasco Fernandes Coutinho, 41 - Taquaral, Campinas - SP, 13076-261, Brazil",5.0,20.0,+55 19 99795-1208,"real_estate_agency, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Campinas, SP","Campinas, SP",Empresa de Tecnologia em Saúde
Hera Medical Equipamentos Hospitalares,,"R. José Abreu, 653 - Canto, Florianópolis - SC, 88070-810, Brazil",5.0,1.0,+55 48 3091-1174,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Equipamentos Médicos
Fenergy Indústria e Comércio de Produtos Médico Hospitalares,,"R. Prof. Luís Sanches Bezerra da Trindade, 69 - Centro, Florianópolis - SC, 88015-160, Brazil",,,+55 48 3223-2555,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Equipamentos Médicos
Imune Comercio de Materiais Hospitalares LTDA,,"Servidão Laje de Pedra, 73 - Itacorubi, Florianópolis - SC, 88034-605, Brazil",5.0,7.0,+55 48 99143-7418,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Equipamentos Médicos
Avivar Hospitalar,,"Av. Prof. Othon Gama D'Eça, 809 - Centro, Florianópolis - SC, 88015-240, Brazil",3.6,19.0,+55 48 3879-3839,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Equipamentos Médicos
Trade Trade Medical Hospital Materials Ltda.,http://trademedical.com.br/,"R. Pedro Thiesen Júnior, 478 - Aririu, Palhoça - SC, 88135-420, Brazil",4.2,9.0,+55 48 3357-0307,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Florianópolis, SC","Florianópolis, SC",Indústria de Materiais Hospitalares
Hospitália Cirúrgica Catarinense - Equipamentos (Assistência Técnica),,"R. Prof. Egídio Ferreira, 431 - Capoeiras, Florianópolis - SC, 88090-500, Brazil",,,+55 48 3035-6342,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Florianópolis, SC","Florianópolis, SC",Indústria de Materiais Hospitalares
Indústria e Comércio de Materiais Dentários Corrêa,,"Servidão Morfim, 202 - Estreito, Florianópolis - SC, 88075-040, Brazil",,,+55 48 3240-7548,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Produtos Odontológicos
DZ Equipamentos Odontológicos - Consultórios - Periféricos - SAEVO - NSK,,"R. Felipe Schmidt, 649 - sala 907 - Centro, Florianópolis - SC, 88010-001, Brazil",5.0,2.0,+55 48 3039-8215,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Produtos Odontológicos
Ibr,,"Av. Rio Branco, 787 - Sala 303 - Centro, Florianópolis - SC, 88015-203, Brazil",5.0,1.0,+55 48 3224-4609,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Produtos Odontológicos
StilluS Dental,,"R. Margarida de Abreu, 395 - loja 102 - Campinas, São José - SC, 88110-132, Brazil",4.5,35.0,+55 48 3247-8572,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Produtos Odontológicos
MAR IMPLANTES,,"Av. Pref. Osmar Cunha, 183 - Bloco A, Sala 104 - Centro, Florianópolis - SC, 88015-100, Brazil",,,+55 48 99831-1535,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Florianópolis, SC","Florianópolis, SC",Fabricante de Implantes Dentários
Implandente,,"7 - José Daux - R. Vidal Ramos, 31 - Centro, Florianópolis - SC, 88010-320, Brazil",3.7,3.0,+55 48 3222-5913,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Florianópolis, SC","Florianópolis, SC",Fabricante de Implantes Dentários
OralCenter Implantes Dr.Fabio Benedetti,,"Rod. José Carlos Daux, 15228 - Vargem Pequena, Florianópolis - SC, 88052-401, Brazil",4.6,33.0,+55 48 98827-9428,"dentist, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Florianópolis, SC","Florianópolis, SC",Fabricante de Implantes Dentários
INTUS PRODUTOS MÉDICOS,,"R. Albatroz, 392 - Cidade Universitária Pedra Branca, Palhoça - SC, 88137-290, Brazil",5.0,2.0,+55 48 3344-3966,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Instrumentos Cirúrgicos
KND Cirúrgica,https://www.kndcirurgica.com/,"R. Bruno Penteado Ferraz de Campos, 450 - Jardim Manchester (Nova Veneza), Sumaré - SP, 13178-441, Brazil",,,+55 19 3296-0945,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Instrumentos Cirúrgicos
Material Médico Hospitalar,,"R. Francisco Viêira, 567 - Campeche, Florianópolis - SC, 88066-010, Brazil",,,+55 48 4009-2540,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Florianópolis, SC","Florianópolis, SC",Fabricante de Instrumentos Cirúrgicos
Braspharma Indústria Farmacêutica,,"R. Vidal Procópio Lohn, 315 - Distrito Industrial, São José - SC, 88104-810, Brazil",4.5,2.0,+55 48 3203-2700,"pharmacy, point_of_interest, health, store, establishment",,Google Places Advanced,"Indústria Farmacêutica in Florianópolis, SC","Florianópolis, SC",Indústria Farmacêutica
Libbs Farmacêutica Ltda,,"R. Cônego Bernardo, 69 - Trindade, Florianópolis - SC, 88036-570, Brazil",,,+55 48 3225-6931,"pharmacy, point_of_interest, health, store, establishment",,Google Places Advanced,"Indústria Farmacêutica in Florianópolis, SC","Florianópolis, SC",Indústria Farmacêutica
Injepharma Distribuidora de Produtos Farmaceuticos Ltda.,,"R. Aldo Brando, 25 - Balneário Perequê, Porto Belo - SC, 88210-000, Brazil",5.0,1.0,+55 47 3021-8929,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in Florianópolis, SC","Florianópolis, SC",Indústria Farmacêutica
Medsul Distributor Medicines,,"R. Açucena, 106 - Jardim das Palmeiras, Palhoça - SC, 88133-700, Brazil",5.0,8.0,+55 48 3954-0202,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Florianópolis, SC","Florianópolis, SC",Distribuidora de Medicamentos e Correlatos
SC Hospitalar,,"R. Pref. Dib Cherem, 2245 - Capoeiras, Florianópolis - SC, 88090-001, Brazil",4.3,7.0,+55 48 99637-5714,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Florianópolis, SC","Florianópolis, SC",Logística Hospitalar
Apparatu Saúde e Logística,,"R. Elesbão Pinto da Luz, 85 - S 104 - Jardim Atlântico, Florianópolis - SC, 88095-500, Brazil",,,+55 48 3204-9700,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Florianópolis, SC","Florianópolis, SC",Logística Hospitalar
Hospital Florianópolis,,"R. Santa Rita de Cássia, 1665 - Estreito, Florianópolis - SC, 88090-352, Brazil",3.4,602.0,+55 48 3281-7800,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Florianópolis, SC","Florianópolis, SC",Logística Hospitalar
Now Digital Laboratório de prótese odontológica,,"Av. Rio Branco - Centro, Florianópolis - SC, 88015-200, Brazil",,,+55 48 99858-5370,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Florianópolis, SC","Florianópolis, SC",Laboratório de Prótese Dentária Digital
Espaço Saúde e Bem Estar,,"R. Prof. Madeira Neves, 57 - Centro, Florianópolis - SC, 88015-370, Brazil",4.3,6.0,+55 48 3224-4398,"wellness_center, fitness_center, sports_complex, gym, sports_activity_location, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Lumed Produtos Médicos,,"R. da Mouraria, 21 - Nazaré, Salvador - BA, 40040-090, Brazil",4.1,10.0,+55 71 3321-8872,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
LINHA MEDICA PRODUTOS MEDICO HOSPITALARES,,"Av. Antônio Carlos Magalhães, 1034 - Itaigara, Salvador - BA, 41825-906, Brazil",4.0,2.0,+55 71 3353-5189,"corporate_office, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
IMPERIAL MED PRODUTOS DE SAÚDE E BEM ESTAR,,"Av. Antônio Carlos Magalhães - Pituba, Salvador - BA, 41825-906, Brazil",4.8,22.0,+55 71 3561-5146,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Saúde Med- Material Hospitalar,,"Av. Vasco da Gama, 701 - Rio Vermelho, Salvador - BA, 40221-500, Brazil",5.0,1.0,+55 71 98525-6539,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
MEDICAL 7 COMÉRCIO DE MATERIAIS HOSPITALARES,,"AV LUIS VIANA FILHO, Nº13223 - HANGAR BUSINESS PARK, HANGAR 1, SALA 206 - São Cristóvão, Salvador - BA, 41500-300, Brazil",5.0,1.0,+55 71 3052-8690,"wholesaler, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
Vip Dental,,"R. das Rosas, 454 - Pituba, Salvador - BA, 41810-070, Brazil",4.5,19.0,+55 71 3321-9683,"store, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Salvador, BA","Salvador, BA",Fabricante de Produtos Odontológicos
Tecno Shopping Dental / Dental express,,"R. Adelaíde Fernandes da Costa, 168 - Costa Azul, Salvador - BA, 41760-040, Brazil",4.2,53.0,+55 71 3341-3096,"store, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Salvador, BA","Salvador, BA",Fabricante de Produtos Odontológicos
Odontobiotech,,"Centro Empresarial Aurélio Leiro - Av. Antônio Carlos Magalhães, 3259 - salas 101 e 102 - Parque Bela Vista, Salvador - BA, 40280-901, Brazil",,,+55 71 3276-4159,"store, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Salvador, BA","Salvador, BA",Fabricante de Produtos Odontológicos
